Player,Tm,FantPos,Age,G,GS,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Rushing Att,Rushing Yds,Yards per Rushing Attempt,Rushing TD,Tgt,Rec,Receiving Yds,Yards per Reception,Receiving TD,Fmb,FL,Total TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,Year
Rod Smith,DEN,WR,36,16,16,0,0,0,0,0,1,-5,-5.00,0,94,52,512,9.85,3,2,1,3,0,0,67,118.7,122.7,92.7,0,63,,2006
Michael Turner,SDG,RB,24,13,0,0,0,0,0,0,80,502,6.28,2,3,3,47,15.67,0,0,0,2,0,0,67,69.9,72.9,68.4,0,50,,2006
Troy Brown,NWE,WR,35,16,9,0,0,0,0,0,2,18,9.00,0,75,43,384,8.93,4,0,0,4,1,0,66,109.2,112.2,87.7,0,64,,2006
Kevin Faulk,NWE,RB,30,15,1,0,0,0,0,0,25,123,4.92,1,56,43,356,8.28,2,2,0,3,0,0,66,108.9,114.9,87.4,0,51,,2006
Trent Green,KAN,QB,36,8,8,121,198,1342,7,9,19,59,3.11,0,0,0,0,0,0,5,3,0,0,1,66,65.6,80.6,74.6,0,36,,2006
Owen Daniels,HOU,TE,24,14,12,0,0,0,0,0,0,0,0,0,51,34,352,10.35,5,0,0,5,0,0,65,99.2,102.2,82.2,0,14,,2006
Vernand Morency,2TM,RB,26,14,2,0,0,0,0,0,96,434,4.52,2,19,17,118,6.94,0,2,1,2,0,0,65,82.2,89.2,73.7,0,52,,2006
Jay Cutler,DEN,QB,23,5,5,81,137,1001,9,5,12,18,1.50,0,0,0,0,0,0,8,2,0,0,0,64,63.8,73.8,68.8,0,37,,2006
Brandon Jones,TEN,WR,24,16,10,0,0,0,0,0,1,3,3.00,0,53,27,384,14.22,4,0,0,4,0,0,63,89.7,92.7,76.2,0,66,,2006
Maurice Morris,SEA,RB,27,16,8,0,0,0,0,0,161,604,3.75,0,20,11,46,4.18,0,1,1,0,0,0,63,74.0,78.0,68.5,0,53,,2006
Samie Parker,KAN,WR,25,16,15,0,0,0,0,0,3,7,2.33,0,68,41,561,13.68,1,0,0,1,0,0,63,103.8,106.8,83.3,0,65,,2006
Kurt Warner,ARI,QB,35,6,5,108,168,1377,6,5,13,3,0.23,0,0,0,0,0,0,10,3,0,0,0,63,63.4,74.4,68.4,0,38,,2006
Eric Moulds,HOU,WR,33,16,16,0,0,0,0,0,1,6,6.00,0,78,57,557,9.77,1,1,0,1,0,0,62,119.3,122.3,90.8,0,68,,2006
Marcus Robinson,MIN,WR,31,10,3,0,0,0,0,0,0,0,0,0,58,29,381,13.14,4,2,0,4,0,0,62,91.1,94.1,76.6,0,69,,2006
Anthony Thomas,BUF,RB,29,16,2,0,0,0,0,0,107,378,3.53,2,24,22,139,6.32,0,1,1,2,0,0,62,83.7,90.7,72.7,0,54,,2006
Ernest Wilford,JAX,WR,27,16,12,0,0,0,0,0,0,0,0,0,74,36,524,14.56,2,1,1,2,0,0,62,98.4,102.4,80.4,0,67,,2006
Dallas Clark,IND,TE,27,12,12,0,0,0,0,0,0,0,0,0,57,30,367,12.23,4,0,0,4,0,0,61,90.7,93.7,75.7,0,15,,2006
LaMont Jordan,OAK,RB,28,9,8,0,0,0,0,0,114,434,3.81,2,16,10,74,7.40,0,1,1,2,0,0,61,70.8,74.8,65.8,0,55,,2006
Seneca Wallace,SEA,QB,26,8,4,82,141,927,8,7,12,122,10.17,0,0,0,0,0,0,5,3,0,0,0,61,61.3,77.3,68.3,0,39,,2006
Doug Gabriel,2TM,WR,26,15,5,0,0,0,0,0,0,0,0,0,54,30,428,14.27,3,1,1,3,0,0,59,88.8,92.8,73.8,0,70,,2006
Sammy Morris,MIA,RB,29,12,4,0,0,0,0,0,92,400,4.35,1,35,21,162,7.71,0,4,2,1,0,0,58,79.2,87.2,68.7,0,56,,2006
Peerless Price,BUF,WR,30,16,15,0,0,0,0,0,5,18,3.60,0,78,49,402,8.20,3,1,1,3,0,0,58,107.0,111.0,82.5,0,72,,2006
Bobby Wade,TEN,WR,25,16,2,0,0,0,0,0,0,0,0,0,58,33,461,13.97,2,2,0,2,0,0,58,91.1,94.1,74.6,0,71,,2006
Cedrick Wilson,PIT,WR,28,15,12,1,1,21,0,0,2,14,7.00,0,69,37,504,13.62,1,2,1,1,0,0,57,93.6,97.6,75.1,0,73,,2006
Hank Baskett,PHI,WR,24,16,5,0,1,0,0,1,0,0,0,0,42,22,464,21.09,2,0,0,2,0,0,56,78.4,82.4,68.4,0,74,,2006
Drew Carter,CAR,WR,25,14,2,0,0,0,0,0,2,18,9.00,0,51,28,357,12.75,3,0,0,3,0,0,56,83.5,86.5,69.5,0,75,,2006
Dan Campbell,DET,TE,30,16,11,0,0,0,0,0,0,0,0,0,32,21,308,14.67,4,0,0,4,0,0,55,75.8,78.8,65.3,0,16,,2006
Chris Baker,NYJ,TE,27,16,14,0,0,0,0,0,0,0,0,0,45,31,300,9.68,4,0,0,4,0,0,54,85.0,88.0,69.5,0,18,,2006
Josh Reed,BUF,WR,26,13,1,0,0,0,0,0,4,13,3.25,0,48,34,410,12.06,2,0,0,2,0,0,54,88.3,91.3,71.3,0,76,,2006
Bo Scaife,TEN,TE,25,14,12,0,0,0,0,0,1,13,13.00,1,56,29,370,12.76,2,1,1,3,0,0,54,83.3,87.3,68.8,0,17,,2006
Amani Toomer,NYG,WR,32,8,8,0,0,0,0,0,1,0,0.00,0,43,32,360,11.25,3,0,0,3,0,0,54,86.0,89.0,70.0,0,77,,2006
Terrance Copper,NOR,WR,24,15,4,0,0,0,0,0,1,8,8.00,0,42,23,385,16.74,3,2,2,3,0,0,53,76.3,81.3,64.8,0,78,,2006
Najeh Davenport,PIT,RB,27,13,0,0,0,0,0,0,60,221,3.68,1,21,15,193,12.87,1,2,0,2,0,0,53,68.4,74.4,60.9,0,57,,2006
Tony Scheffler,DEN,TE,23,13,5,0,0,0,0,0,1,3,3.00,0,37,18,286,15.89,4,0,0,4,0,0,53,70.9,73.9,61.9,0,20,,2006
George Wrighster,JAX,TE,25,16,10,0,0,0,0,0,0,0,0,0,63,39,353,9.05,3,0,0,3,0,0,53,92.3,95.3,72.8,0,19,,2006
Demetrius Williams,BAL,WR,23,16,0,0,0,0,0,0,0,0,0,0,45,22,396,18.00,2,0,0,2,0,0,52,73.6,76.6,62.6,0,79,,2006
Justin Griffith,ATL,FB,26,16,11,0,0,0,0,0,19,106,5.58,1,28,23,168,7.30,3,3,0,4,0,0,51,74.4,80.4,62.9,0,58,,2006
Noah Herron,GNB,RB,24,16,0,0,0,0,0,0,37,150,4.05,1,35,29,211,7.28,2,2,2,3,0,0,50,79.1,87.1,64.6,0,59,,2006
Roscoe Parrish,BUF,WR,24,16,1,0,0,0,0,0,2,18,9.00,0,40,23,320,13.91,2,2,1,3,0,0,50,72.8,76.8,61.3,0,80,,2006
Ashley Lelie,ATL,WR,26,15,10,0,0,0,0,0,0,0,0,0,68,28,430,15.36,1,0,0,1,0,0,49,77.0,80.0,63.0,0,81,,2006
Billy McMullen,MIN,WR,26,16,0,0,0,0,0,0,0,0,0,0,42,23,307,13.35,2,0,0,3,0,0,49,71.7,74.7,60.2,0,82,,2006
Roddy White,ATL,WR,25,16,5,0,0,0,0,0,0,0,0,0,65,30,506,16.87,0,1,1,0,0,0,49,78.6,82.6,63.6,0,83,,2006
Aaron Brooks,OAK,QB,30,8,8,110,192,1105,3,8,22,124,5.64,0,0,0,0,0,0,5,3,0,0,0,47,46.6,63.6,54.6,0,41,,2006
Daunte Culpepper,MIA,QB,29,4,4,81,134,929,2,3,10,20,2.00,1,0,0,0,0,0,3,0,1,0,0,47,47.2,53.2,50.2,0,40,,2006
Jerramy Stevens,SEA,TE,27,11,6,0,0,0,0,0,0,0,0,0,48,22,231,10.50,4,1,1,4,1,0,47,69.1,73.1,58.1,0,21,,2006
Mark Bradley,CHI,WR,24,10,0,0,0,0,0,0,0,0,0,0,23,14,282,20.14,3,0,0,3,0,0,46,60.2,63.2,53.2,0,84,,2006
Michael Clayton,TAM,WR,24,12,9,0,0,0,0,0,5,41,8.20,0,65,33,356,10.79,1,2,0,1,0,0,46,78.7,81.7,62.2,0,86,,2006
Ike Hilliard,TAM,WR,30,16,0,0,0,0,0,0,0,0,0,0,55,34,339,9.97,2,3,0,2,0,0,46,79.9,82.9,62.9,0,85,,2006
Troy Williamson,MIN,WR,23,14,11,0,0,0,0,0,0,0,0,0,76,37,455,12.30,0,0,0,0,0,0,46,82.5,85.5,64.0,0,87,,2006
Greg Lewis,PHI,WR,26,16,3,0,0,0,0,0,0,0,0,0,34,24,348,14.50,2,1,1,2,0,0,45,68.8,72.8,56.8,0,88,,2006
Jermaine Wiggins,MIN,TE,31,16,3,0,0,0,0,0,0,0,0,0,67,46,386,8.39,1,1,0,1,0,0,45,90.6,93.6,67.6,0,22,,2006
Brandon Marshall,DEN,WR,22,15,1,0,0,0,0,0,2,12,6.00,0,37,20,309,15.45,2,1,0,2,0,0,44,64.1,67.1,54.1,0,89,,2006
Vernon Davis,SFO,TE,22,10,8,0,0,0,0,0,2,5,2.50,0,42,20,265,13.25,3,1,1,3,0,0,43,63.0,67.0,53.0,0,23,,2006
Mike Alstott,TAM,FB,33,16,15,0,0,0,0,0,60,171,2.85,3,38,21,85,4.05,0,1,1,3,0,0,42,62.6,66.6,52.1,0,60,,2006
Ruvell Martin,GNB,WR,24,13,3,0,0,0,0,0,0,0,0,0,43,21,358,17.05,1,0,0,1,0,0,42,62.8,65.8,52.3,0,90,,2006
Courtney Anderson,OAK,TE,26,16,11,0,0,0,0,0,0,0,0,0,43,25,285,11.40,2,1,0,2,0,0,41,65.5,68.5,53.0,0,26,,2006
Tim Carter,NYG,WR,27,16,8,0,0,0,0,0,0,0,0,0,48,22,253,11.50,2,1,1,3,0,0,41,63.3,67.3,52.3,0,91,,2006
Eric Johnson,SFO,TE,27,13,9,0,0,0,0,0,0,0,0,0,49,34,292,8.59,2,0,0,2,0,0,41,75.2,78.2,58.2,0,24,,2006
Justin McCareins,NYJ,WR,28,16,7,0,0,0,0,0,0,0,0,0,40,23,347,15.09,1,1,0,1,0,0,41,63.7,66.7,52.2,0,92,,2006
Keenan McCardell,SDG,WR,36,14,11,0,0,0,0,0,1,8,8.00,0,51,36,437,12.14,0,2,2,0,0,0,41,76.5,81.5,58.5,0,93,,2006
Alex Smith,TAM,TE,24,14,7,0,0,0,0,0,0,0,0,0,53,35,250,7.14,3,1,1,3,0,0,41,76.0,80.0,58.5,0,25,,2006
Kenny Watson,CIN,RB,28,16,0,0,0,0,0,0,25,138,5.52,1,32,23,213,9.26,0,0,0,1,0,0,41,64.1,70.1,52.6,0,61,,2006
Rashied Davis,CHI,WR,27,16,2,0,0,0,0,0,0,0,0,0,56,22,303,13.77,2,1,1,2,0,0,40,62.3,66.3,51.3,0,94,,2006
Tim Rattay,TAM,QB,29,4,2,61,101,748,4,2,4,3,0.75,0,0,0,0,0,0,2,1,0,0,0,40,40.2,46.2,42.2,0,42,,2006
Robert Royal,BUF,TE,27,16,15,0,0,0,0,0,1,-9,-9.00,0,39,23,233,10.13,3,0,0,3,0,0,40,63.4,66.4,51.9,0,27,,2006
Charlie Batch,PIT,QB,32,8,1,31,53,492,5,0,13,15,1.15,0,0,0,0,0,0,1,1,0,0,0,39,39.2,43.2,39.2,0,43,,2006
Malcom Floyd,SDG,WR,25,12,0,0,0,0,0,0,0,0,0,0,32,15,210,14.00,3,0,0,3,0,0,39,54.0,57.0,46.5,0,95,,2006
Derek Anderson,CLE,QB,23,5,3,66,117,793,5,8,4,47,11.75,0,0,0,0,0,0,2,1,0,0,0,38,38.4,50.4,46.4,0,44,,2006
Dante Hall,KAN,WR,28,15,0,0,0,0,0,0,3,11,3.67,0,40,26,204,7.85,2,2,1,3,0,0,38,63.5,67.5,50.5,0,96,,2006
Andrew Walter,OAK,QB,24,12,8,147,276,1677,3,13,14,30,2.14,0,0,0,0,0,0,13,9,0,0,0,38,38.1,63.1,51.1,0,45,,2006
Kyle Boller,BAL,QB,25,5,0,33,55,485,5,2,22,34,1.55,0,0,0,0,0,0,3,1,0,0,0,37,36.8,42.8,38.8,0,46,,2006
Steve Heiden,CLE,TE,30,16,6,0,0,0,0,0,0,0,0,0,46,36,249,6.92,2,0,0,2,0,0,37,72.9,75.9,54.9,0,28,,2006
Artose Pinner,MIN,RB,28,12,1,0,0,0,0,0,43,190,4.42,3,4,2,15,7.50,0,1,1,3,0,0,37,38.5,42.5,37.5,0,62,,2006
Samkon Gado,2TM,RB,24,9,1,0,0,0,0,0,56,210,3.75,1,23,17,85,5.00,0,1,0,1,0,0,36,52.5,55.5,44.0,0,63,,2006
Ben Utecht,IND,TE,25,15,15,0,0,0,0,0,0,0,0,0,53,37,377,10.19,0,1,1,0,0,0,36,72.7,76.7,54.2,0,29,,2006
Nate Burleson,SEA,WR,25,16,7,0,0,0,0,0,0,0,0,0,37,18,192,10.67,2,2,1,3,0,0,35,53.2,57.2,44.2,0,99,,2006
Bobby Engram,SEA,WR,33,7,6,0,0,0,0,0,1,4,4.00,0,36,24,290,12.08,1,0,0,1,0,0,35,59.4,62.4,47.4,0,97,,2006
Arlen Harris,DET,RB,26,10,3,0,0,0,0,0,49,158,3.22,1,25,18,132,7.33,0,0,0,1,0,0,35,53.0,59.0,44.0,0,64,,2006
Chad Jackson,NWE,WR,21,12,1,0,0,0,0,0,4,22,5.50,0,19,13,152,11.69,3,0,0,3,0,0,35,48.4,51.4,41.9,0,98,,2006
Brandon Lloyd,WAS,WR,25,15,12,0,0,0,0,0,0,0,0,0,57,23,365,15.87,0,1,1,0,0,0,35,57.5,61.5,46.0,0,100,,2006
Daniel Graham,NWE,TE,28,12,11,0,0,0,0,0,0,0,0,0,34,21,235,11.19,2,1,1,2,0,0,34,54.5,58.5,44.0,0,30,,2006
Marcel Shipp,ARI,RB,28,15,0,0,0,0,0,0,17,41,2.41,4,11,6,60,10.00,0,0,0,4,0,0,34,40.1,40.1,37.1,0,65,,2006
Ovie Mughelli,BAL,FB,26,16,8,0,0,0,0,0,12,50,4.17,0,24,21,182,8.67,2,1,1,2,0,0,33,54.2,58.2,43.7,0,66,,2006
Matt Schobel,PHI,TE,28,16,4,0,0,0,0,0,0,0,0,0,20,14,214,15.29,2,1,0,2,0,0,33,47.4,50.4,40.4,0,31,,2006
Mack Strong,SEA,FB,35,16,10,0,0,0,0,0,33,149,4.52,1,44,29,159,5.48,0,2,2,1,0,0,33,61.8,69.8,47.3,0,67,,2006
Troy Walters,ARI,WR,30,15,3,0,0,0,0,0,0,0,0,0,35,23,209,9.09,2,3,0,2,0,0,33,55.9,58.9,44.4,0,101,,2006
Bryan Fletcher,IND,TE,27,15,3,0,0,0,0,0,0,0,0,0,25,18,202,11.22,2,0,0,2,0,0,32,50.2,53.2,41.2,0,32,,2006
David Martin,GNB,TE,27,11,4,0,0,0,0,0,0,0,0,0,36,21,198,9.43,2,0,0,2,0,0,32,52.8,55.8,42.3,0,33,,2006
David Tyree,NYG,WR,26,16,1,0,0,0,0,0,0,0,0,0,33,19,197,10.37,2,0,0,2,0,0,32,50.7,53.7,41.2,0,102,,2006
Stephen Davis,STL,RB,32,15,0,0,0,0,0,0,40,177,4.43,0,17,12,90,7.50,1,1,1,1,0,0,31,42.7,46.7,36.7,0,71,,2006
Tarvaris Jackson,MIN,QB,23,4,2,47,81,475,2,4,15,77,5.13,1,0,0,0,0,0,4,1,1,0,0,31,30.7,38.7,34.7,0,47,,2006
Mike Karney,NOR,FB,25,15,7,0,0,0,0,0,11,33,3.00,1,20,15,96,6.40,2,0,0,3,0,0,31,45.9,45.9,38.4,0,70,,2006
Reggie Kelly,CIN,TE,29,16,16,0,0,0,0,0,0,0,0,0,33,21,254,12.10,1,0,0,1,0,0,31,52.4,55.4,41.9,0,34,,2006
ReShard Lee,OAK,RB,26,16,3,0,0,0,0,0,21,72,3.43,2,25,20,138,6.90,0,1,1,2,0,0,31,51.0,55.0,41.0,0,69,,2006
Daniel Wilcox,BAL,TE,29,14,6,0,0,0,0,0,0,0,0,0,27,20,166,8.30,3,2,2,3,0,0,31,50.6,55.6,40.6,0,35,,2006
Kris Wilson,KAN,FB,25,16,10,0,0,0,0,0,0,0,0,0,24,15,132,8.80,3,0,0,3,0,0,31,46.2,49.2,38.7,0,68,,2006
Mike Anderson,BAL,RB,33,16,0,0,0,0,0,0,39,183,4.69,1,14,9,54,6.00,0,0,0,1,0,0,30,38.7,41.7,34.2,0,73,,2006
LenDale White,TEN,RB,22,13,0,0,0,0,0,0,61,244,4.00,0,20,14,60,4.29,0,0,0,0,0,0,30,44.4,47.4,37.4,0,72,,2006
Joe Klopfenstein,STL,TE,23,16,16,0,0,0,0,0,0,0,0,0,34,20,226,11.30,1,0,0,1,0,0,29,48.6,51.6,38.6,0,36,,2006
Stephen Alexander,DEN,TE,31,16,14,0,0,0,0,0,0,0,0,0,35,18,160,8.89,2,0,0,2,0,0,28,46.0,49.0,37.0,0,37,,2006
Michael Bennett,KAN,RB,28,11,0,0,0,0,0,0,36,200,5.56,0,12,9,77,8.56,0,1,0,0,0,0,28,36.7,39.7,32.2,0,75,,2006
Bryan Gilmore,SFO,WR,28,16,3,0,0,0,0,0,7,94,13.43,0,31,8,150,18.75,1,1,1,1,0,0,28,36.4,40.4,32.4,0,103,,2006
Derek Hagan,MIA,WR,22,16,0,0,0,0,0,0,0,0,0,0,37,21,221,10.52,1,0,0,1,0,0,28,49.1,52.1,38.6,0,106,,2006
Lorenzo Neal,SDG,FB,36,16,11,0,0,0,0,0,29,140,4.83,1,26,17,83,4.88,0,2,0,1,0,0,28,45.3,48.3,36.8,0,74,,2006
Michael Robinson,SFO,WR,23,16,0,0,1,0,0,0,38,116,3.05,2,12,9,47,5.22,0,0,0,2,0,0,28,37.3,40.3,32.8,0,104,,2006
Alvis Whitted,OAK,WR,32,14,13,0,0,0,0,0,1,4,4.00,0,63,27,299,11.07,0,1,1,0,0,0,28,55.3,59.3,41.8,0,105,,2006
T.J. Duckett,WAS,RB,25,10,0,0,0,0,0,0,38,132,3.47,2,2,2,16,8.00,0,1,0,2,0,0,27,28.8,31.8,27.8,0,76,,2006
Brandon Manumaleuna,SDG,TE,26,16,7,0,0,0,0,0,1,1,1.00,0,17,14,91,6.50,3,0,0,3,0,0,27,41.2,41.2,34.2,0,38,,2006
Musa Smith,BAL,RB,24,12,0,0,0,0,0,0,36,153,4.25,0,23,22,135,6.14,0,1,1,0,0,0,27,48.8,55.8,37.8,0,77,,2006
Ben Troupe,TEN,TE,24,10,9,0,0,0,0,0,0,0,0,0,29,13,150,11.54,2,0,0,2,0,0,27,40.0,43.0,33.5,0,39,,2006
Chris Weinke,CAR,QB,34,3,3,56,96,625,2,4,4,16,4.00,0,0,0,0,0,0,2,0,0,0,0,27,26.6,33.6,30.6,0,48,,2006
Adrian Peterson,CHI,RB,27,16,0,0,0,0,0,0,10,41,4.10,2,6,6,88,14.67,0,2,0,2,0,0,25,30.9,30.9,27.9,0,79,,2006
Randal Williams,OAK,TE,28,16,10,0,0,0,0,0,0,0,0,0,57,28,293,10.46,0,2,2,0,0,0,25,53.3,58.3,39.3,0,40,,2006
Jason Wright,CLE,RB,24,13,3,0,0,0,0,0,62,189,3.05,0,11,6,82,13.67,0,1,1,0,0,0,25,31.1,35.1,28.1,0,78,,2006
A.J. Feeley,PHI,QB,29,2,0,26,38,342,3,0,1,3,3.00,0,0,0,0,0,0,1,1,0,0,0,24,24.0,28.0,24.0,0,49,,2006
Dennis Northcutt,CLE,WR,29,13,6,0,0,0,0,0,3,32,10.67,0,45,22,228,10.36,0,1,1,0,0,0,24,46.0,50.0,35.0,0,107,,2006
Cleo Lemon,MIA,QB,27,4,1,38,68,412,2,1,3,7,2.33,0,0,0,0,0,0,0,0,0,0,0,23,23.2,27.2,24.2,0,50,,2006
Kris Mangum,CAR,TE,33,15,5,0,0,0,0,0,0,0,0,0,33,21,170,8.10,1,0,0,1,0,0,23,44.0,47.0,33.5,0,41,,2006
Nick Goings,CAR,RB,28,11,0,0,0,0,0,0,11,52,4.73,0,15,10,107,10.70,1,0,0,1,0,0,22,31.9,34.9,26.9,0,81,,2006
Maurice Hicks,SFO,RB,28,16,0,0,0,0,0,0,29,82,2.83,0,15,13,137,10.54,1,2,3,1,0,0,22,34.9,40.9,28.4,0,82,,2006
Brad Hoover,CAR,FB,30,16,12,0,0,0,0,0,22,73,3.32,1,29,20,122,6.10,0,2,2,1,0,0,22,41.5,46.5,31.5,0,83,,2006
Chris Taylor,HOU,RB,23,4,0,0,0,0,0,0,28,123,4.39,1,3,3,40,13.33,0,0,0,1,0,0,22,25.3,28.3,23.8,0,80,,2006
David Thomas,NWE,TE,23,15,3,0,0,0,0,0,0,0,0,0,16,11,159,14.45,1,0,0,1,0,0,22,32.9,35.9,27.4,0,42,,2006
Heath Evans,NWE,FB,28,16,3,0,0,0,0,0,27,117,4.33,0,9,7,34,4.86,1,1,0,1,0,0,21,28.1,31.1,24.6,0,84,,2006
Bubba Franks,GNB,TE,28,16,14,0,0,0,0,0,0,0,0,0,53,25,232,9.28,0,2,1,0,0,0,21,46.2,50.2,33.7,0,43,,2006
Quinn Gray,JAX,QB,27,2,0,13,22,166,0,0,2,26,13.00,2,0,0,0,0,0,0,0,2,0,0,21,21.2,21.2,21.2,0,51,,2006
John Madsen,OAK,WR,23,15,1,0,0,0,0,0,0,0,0,0,19,11,146,13.27,1,0,0,1,0,0,21,31.6,34.6,26.1,0,109,,2006
Sage Rosenfels,HOU,QB,28,4,0,27,39,265,3,1,4,5,1.25,0,0,0,0,0,0,0,0,0,0,0,21,21.1,22.1,22.1,0,52,,2006
James Thrash,WAS,WR,31,16,0,0,0,0,0,0,0,0,0,0,20,12,151,12.58,1,0,0,1,0,0,21,33.1,36.1,27.1,0,108,,2006
Jabar Gaffney,NWE,WR,26,11,6,0,0,0,0,0,0,0,0,0,20,11,142,12.91,1,0,0,1,0,0,20,31.2,34.2,25.7,0,110,,2006
Mike Sellers,WAS,FB,31,16,6,0,0,0,0,0,12,51,4.25,0,21,18,105,5.83,1,1,1,1,0,0,20,37.6,41.6,28.6,0,86,,2006
Chris Simms,TAM,QB,26,3,3,58,106,585,1,7,4,7,1.75,1,0,0,0,0,0,0,0,1,0,0,20,20.1,30.1,27.1,0,53,,2006
Aaron Stecker,NOR,RB,31,12,1,0,0,0,0,0,4,11,2.75,0,28,19,190,10.00,0,0,0,0,0,0,20,39.1,42.1,29.6,0,85,,2006
David Kircus,DEN,WR,26,16,0,0,0,0,0,0,0,0,0,0,27,9,187,20.78,0,0,0,0,0,0,19,27.7,30.7,23.2,0,111,,2006
Marcedes Lewis,JAX,TE,22,15,3,0,0,0,0,0,0,0,0,0,21,13,126,9.69,1,0,0,1,0,0,19,31.6,34.6,25.1,0,44,,2006
Obafemi Ayanbadejo,ARI,FB,31,14,0,0,0,0,0,0,9,37,4.11,0,19,17,139,8.18,0,1,0,0,0,0,18,34.6,37.6,26.1,0,89,,2006
Anthony Becht,TAM,TE,29,16,16,0,0,0,0,0,0,0,0,0,26,18,115,6.39,1,1,0,1,0,0,18,35.5,38.5,26.5,0,48,,2006
Mark Bruener,HOU,TE,34,15,4,0,0,0,0,0,0,0,0,0,10,9,62,6.89,2,0,0,2,0,0,18,27.2,27.2,22.7,0,45,,2006
Zack Crockett,OAK,FB,34,16,9,0,0,0,0,0,39,163,4.18,0,17,10,53,5.30,0,2,2,0,0,0,18,27.6,32.6,22.6,0,90,,2006
Ciatrick Fason,MIN,RB,24,5,0,0,0,0,0,0,18,99,5.50,1,5,3,19,6.33,0,0,0,1,0,0,18,20.8,20.8,19.3,0,88,,2006
Shaun McDonald,STL,WR,25,16,0,0,0,0,0,0,0,0,0,0,19,13,136,10.46,1,2,1,1,0,0,18,30.6,34.6,24.1,0,112,,2006
Jason McKie,CHI,FB,26,15,12,0,0,0,0,0,8,18,2.25,0,38,25,162,6.48,0,0,0,0,0,0,18,43.0,46.0,30.5,0,87,,2006
Justin Peelle,MIA,TE,27,15,10,0,0,0,0,0,0,0,0,0,18,16,116,7.25,1,0,0,1,0,0,18,33.6,36.6,25.6,0,47,,2006
Tony Stewart,CIN,TE,27,16,3,0,0,0,0,0,0,0,0,0,18,14,120,8.57,1,0,0,1,0,0,18,32.0,35.0,25.0,0,46,,2006
Kelley Washington,CIN,WR,27,5,1,0,0,0,0,0,0,0,0,0,12,9,115,12.78,1,0,0,1,0,0,18,26.5,29.5,22.0,0,113,,2006
Tony Fisher,STL,RB,27,8,0,0,0,0,0,0,6,9,1.50,0,18,14,159,11.36,0,0,0,0,0,0,17,30.8,33.8,23.8,0,91,,2006
Jamal Jones,NOR,WR,25,12,1,0,0,0,0,0,0,0,0,0,10,6,108,18.00,1,0,0,1,0,0,17,22.8,25.8,19.8,0,114,,2006
Corey Bradford,DET,WR,31,9,2,0,0,0,0,0,0,0,0,0,25,14,164,11.71,0,1,0,0,0,0,16,30.4,33.4,23.4,0,115,,2006
Chris Brown,TEN,RB,25,5,3,0,0,0,0,0,41,156,3.80,0,9,2,4,2.00,0,1,0,0,0,0,16,18.0,21.0,17.0,0,94,,2006
Shawn Bryson,DET,RB,30,6,1,0,0,0,0,0,2,1,0.50,0,9,8,98,12.25,1,0,0,1,0,0,16,23.9,23.9,19.9,0,95,,2006
Mark Campbell,NOR,TE,31,14,10,0,0,0,0,0,0,0,0,0,29,18,164,9.11,0,0,0,0,0,0,16,34.4,37.4,25.4,0,49,,2006
Kerry Collins,TEN,QB,34,4,3,42,90,549,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,16.0,25.0,22.0,0,54,,2006
John Gilmore,CHI,TE,27,16,3,0,0,0,0,0,0,0,0,0,12,6,38,6.33,2,0,0,2,0,0,16,21.8,21.8,18.8,0,51,,2006
Moran Norris,SFO,RB,28,14,7,0,0,0,0,0,2,8,4.00,0,7,5,36,7.20,2,0,0,2,0,0,16,21.4,21.4,18.9,0,92,,2006
Alvin Pearman,JAX,RB,24,13,0,0,0,0,0,0,19,89,4.68,1,3,2,12,6.00,0,2,0,1,0,0,16,18.1,18.1,17.1,0,93,,2006
Leonard Pope,ARI,TE,23,16,6,0,0,0,0,0,0,0,0,0,23,16,161,10.06,0,0,0,0,0,0,16,32.1,35.1,24.1,0,50,,2006
Kevin Walter,HOU,WR,25,16,2,0,0,0,0,0,1,3,3.00,0,21,17,160,9.41,0,1,0,0,0,0,16,33.3,36.3,24.8,0,116,,2006
Mike Williams,DET,WR,22,8,2,0,0,0,0,0,0,0,0,0,18,8,99,12.38,1,0,0,1,0,0,16,23.9,23.9,19.9,0,117,,2006
Michael Gaines,CAR,TE,26,16,9,0,0,0,0,0,0,0,0,0,29,15,146,9.73,0,0,0,0,0,0,15,29.6,32.6,22.1,0,53,,2006
Az-Zahir Hakim,DET,WR,29,6,0,0,0,0,0,0,1,1,1.00,0,27,17,147,8.65,0,0,0,0,0,0,15,31.8,34.8,23.3,0,118,,2006
Verron Haynes,PIT,RB,27,7,0,0,0,0,0,0,15,78,5.20,0,22,18,95,5.28,0,1,1,0,0,0,15,33.3,34.3,24.3,0,97,,2006
Jeremi Johnson,CIN,FB,26,16,11,0,0,0,0,0,15,56,3.73,1,9,6,37,6.17,0,0,0,1,0,0,15,21.3,21.3,18.3,0,98,,2006
Donald Lee,GNB,TE,26,15,2,0,0,0,0,0,0,0,0,0,21,10,150,15.00,0,0,0,0,0,0,15,25.0,28.0,20.0,0,52,,2006
Brandon Stokley,IND,WR,30,4,1,0,0,0,0,0,0,0,0,0,11,8,85,10.63,1,0,0,1,0,0,15,22.5,22.5,18.5,0,119,,2006
